,name,state,year,quarter,count,amount
666,Peer-to-peer payments,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,1262732,3339347400.0643554
667,Recharge & bill payments,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,544322,253199754.8745275
668,Financial Services,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,2065,2252116.636459231
669,Others,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,8110,4365759.277996017
670,Merchant payments,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,2013673,1058989463.1650428
671,Peer-to-peer payments,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,1577168,4202291071.7106133
672,Recharge & bill payments,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,551618,294991582.16815025
673,Financial Services,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,2909,3159306.4175118254
674,Others,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,11717,6407962.869342193
675,Merchant payments,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,2507246,1227972829.6970267
676,Peer-to-peer payments,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,1745454,4674787017.541661
677,Recharge & bill payments,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,538134,326296370.82357025
678,Financial Services,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,2574,2661345.5534556974
679,Others,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,9395,5330803.646676767
680,Recharge & bill payments,delhi,2018,1,3947297,1320559612.770412
681,Peer-to-peer payments,delhi,2018,1,2380820,9125685134.894358
682,Merchant payments,delhi,2018,1,339809,375393115.19131327
683,Financial Services,delhi,2018,1,136240,45588429.271575734
684,Others,delhi,2018,1,318588,344277514.7923026
685,Recharge & bill payments,delhi,2018,2,4511737,2078183615.8006349
686,Peer-to-peer payments,delhi,2018,2,3542716,14348179103.109837
687,Merchant payments,delhi,2018,2,837001,631597790.6002588
688,Financial Services,delhi,2018,2,205991,66584728.19594695
689,Others,delhi,2018,2,276278,321754664.4984691
690,Peer-to-peer payments,delhi,2018,3,8557153,22670122888.868217
691,Recharge & bill payments,delhi,2018,3,5305635,3261844270.537241
692,Merchant payments,delhi,2018,3,3808395,1048422633.7093576
693,Financial Services,delhi,2018,3,274526,45051151.35143036
694,Others,delhi,2018,3,601339,350405916.1523186
695,Peer-to-peer payments,delhi,2018,4,9973249,32389252494.75772
696,Merchant payments,delhi,2018,4,9958967,2738429838.939273
697,Recharge & bill payments,delhi,2018,4,7483633,3961160542.570066
698,Financial Services,delhi,2018,4,265004,58162003.43614492
699,Others,delhi,2018,4,1506866,575852739.0031943
700,Peer-to-peer payments,delhi,2019,1,20216287,48250023720.99173
701,Merchant payments,delhi,2019,1,13875931,3996618719.7994804
702,Recharge & bill payments,delhi,2019,1,10744978,5521320539.356212
703,Financial Services,delhi,2019,1,223095,30997039.697555833
704,Others,delhi,2019,1,1947036,670171769.6522964
705,Merchant payments,delhi,2019,2,20891431,6816878922.844399
706,Peer-to-peer payments,delhi,2019,2,20570311,65953571241.26435
707,Recharge & bill payments,delhi,2019,2,12869453,8035701902.391765
708,Financial Services,delhi,2019,2,137774,33985068.68378611
709,Others,delhi,2019,2,2702543,866678928.4439986
710,Merchant payments,delhi,2019,3,29453368,9857221391.940361
711,Peer-to-peer payments,delhi,2019,3,25201978,81904443496.29778
712,Recharge & bill payments,delhi,2019,3,11133404,10406524192.884487
713,Financial Services,delhi,2019,3,92061,27952186.986432005
714,Others,delhi,2019,3,3657065,1000670778.3478061
715,Peer-to-peer payments,delhi,2019,4,33040093,105858524152.38443
716,Merchant payments,delhi,2019,4,32537378,12864577363.070576
717,Recharge & bill payments,delhi,2019,4,11609898,9500486080.98845
718,Financial Services,delhi,2019,4,57063,21512527.973989226
719,Others,delhi,2019,4,3500565,779367300.4732571
720,Merchant payments,delhi,2020,1,33951545,14470782771.054684
721,Peer-to-peer payments,delhi,2020,1,32410795,108987600006.3667
722,Recharge & bill payments,delhi,2020,1,12822919,9498791147.929193
723,Financial Services,delhi,2020,1,46529,39908838.24852887
724,Others,delhi,2020,1,2515816,619460878.9909673
725,Peer-to-peer payments,delhi,2020,2,27155938,86227124454.10175
726,Merchant payments,delhi,2020,2,24963931,12708327043.868336
727,Recharge & bill payments,delhi,2020,2,13568505,8699886044.040596
728,Financial Services,delhi,2020,2,64790,75405868.16164647
729,Others,delhi,2020,2,288854,162694793.15869594
730,Peer-to-peer payments,delhi,2020,3,41498638,140074023548.15637
731,Merchant payments,delhi,2020,3,40973792,21858176583.0589
732,Recharge & bill payments,delhi,2020,3,13448341,12883226305.336546
733,Financial Services,delhi,2020,3,85689,114341865.2645722
734,Others,delhi,2020,3,485401,234194502.8442282
735,Merchant payments,delhi,2020,4,54581166,31106554562.7951
736,Peer-to-peer payments,delhi,2020,4,49631928,171546055992.1488
737,Recharge & bill payments,delhi,2020,4,14862946,12921793576.576857
738,Financial Services,delhi,2020,4,114862,160007919.76894268
739,Others,delhi,2020,4,1349515,530676173.2537967
740,Merchant payments,delhi,2021,1,72615587,39861532639.012344
741,Peer-to-peer payments,delhi,2021,1,61957428,210823551741.40936
742,Recharge & bill payments,delhi,2021,1,21164274,15447408658.778738
743,Financial Services,delhi,2021,1,153039,203106852.42387855
744,Others,delhi,2021,1,1468676,592745151.8683048
745,Merchant payments,delhi,2021,2,75620295,42933366743.23575
746,Peer-to-peer payments,delhi,2021,2,68497718,223034955527.75317
747,Recharge & bill payments,delhi,2021,2,25026678,15310096462.746447
748,Financial Services,delhi,2021,2,158170,190019761.49741396
749,Others,delhi,2021,2,854403,472659189.30861247
750,Merchant payments,delhi,2021,3,115250887,64006915630.53262
751,Peer-to-peer payments,delhi,2021,3,93292876,298005532606.47
752,Recharge & bill payments,delhi,2021,3,28427032,20934734871.908962
753,Financial Services,delhi,2021,3,144460,220660990.22066334
754,Others,delhi,2021,3,1645353,690472449.1489255
755,Merchant payments,delhi,2021,4,149204611,88990516304.07437
756,Peer-to-peer payments,delhi,2021,4,112380292,376556972334.1598
757,Recharge & bill payments,delhi,2021,4,30127352,22290161823.248642
758,Financial Services,delhi,2021,4,199280,287950130.24921745
759,Others,delhi,2021,4,771824,569713470.6592032
760,Merchant payments,delhi,2022,1,174454937,98212381475.57239
761,Peer-to-peer payments,delhi,2022,1,125111881,415305045689.30945
762,Recharge & bill payments,delhi,2022,1,29435981,22482865572.904938
763,Financial Services,delhi,2022,1,195184,271039329.10874933
764,Others,delhi,2022,1,1801878,693588769.393249
765,Recharge & bill payments,goa,2018,1,85991,18273814.162708722
766,Peer-to-peer payments,goa,2018,1,59651,268175048.06992978
767,Merchant payments,goa,2018,1,7880,11036031.735657964
768,Financial Services,goa,2018,1,1191,520105.642400422
769,Others,goa,2018,1,6184,5851742.732386975
770,Recharge & bill payments,goa,2018,2,120943,30994284.17044104
771,Peer-to-peer payments,goa,2018,2,87878,419492232.52410376
772,Merchant payments,goa,2018,2,12456,20162855.70611957
773,Financial Services,goa,2018,2,1903,733429.427283199
774,Others,goa,2018,2,6395,7221023.530667527
775,Recharge & bill payments,goa,2018,3,158797,40314972.94208837
776,Peer-to-peer payments,goa,2018,3,150297,639468418.1317002
777,Merchant payments,goa,2018,3,21587,26634198.178851012
778,Financial Services,goa,2018,3,1867,468171.36483984883
779,Others,goa,2018,3,6963,6281208.620754639
780,Peer-to-peer payments,goa,2018,4,246426,1021902315.4426756
781,Recharge & bill payments,goa,2018,4,212122,54832855.89468471
782,Merchant payments,goa,2018,4,45586,66666113.92145965
783,Financial Services,goa,2018,4,2523,723599.2328183289
784,Others,goa,2018,4,8098,8880194.430766659
785,Peer-to-peer payments,goa,2019,1,378848,1310759847.8146646
786,Recharge & bill payments,goa,2019,1,275277,78212835.0406034
787,Merchant payments,goa,2019,1,74527,75946974.41483101
788,Financial Services,goa,2019,1,2013,499592.0966860995
789,Others,goa,2019,1,8147,9904147.90979165
790,Peer-to-peer payments,goa,2019,2,373759,1391933790.7547765
791,Recharge & bill payments,goa,2019,2,278060,93218689.41694948
792,Merchant payments,goa,2019,2,104592,92873008.6474504
793,Financial Services,goa,2019,2,1211,515859.8076807977
794,Others,goa,2019,2,10819,13325754.760758925
795,Peer-to-peer payments,goa,2019,3,475178,1704668027.0159788
796,Recharge & bill payments,goa,2019,3,453806,157952854.9501171
797,Merchant payments,goa,2019,3,150578,123948570.56857497
798,Financial Services,goa,2019,3,1510,1282344.8444824044
799,Others,goa,2019,3,11344,12515394.117688328
800,Peer-to-peer payments,goa,2019,4,698728,2484453030.31845
801,Recharge & bill payments,goa,2019,4,552421,205602115.14625147
802,Merchant payments,goa,2019,4,250893,218404664.8638511
803,Financial Services,goa,2019,4,1497,649712.8451498008
804,Others,goa,2019,4,11733,14350825.325765317
805,Peer-to-peer payments,goa,2020,1,817198,2851686768.653684
806,Recharge & bill payments,goa,2020,1,678079,244739382.20701858
807,Merchant payments,goa,2020,1,373110,298421548.1046571
808,Financial Services,goa,2020,1,1762,1816477.5692472362
809,Others,goa,2020,1,11088,13707055.389155574
810,Recharge & bill payments,goa,2020,2,758617,241196540.9379891
811,Peer-to-peer payments,goa,2020,2,493326,1766723888.2025127
812,Merchant payments,goa,2020,2,221358,168591711.94693565
813,Financial Services,goa,2020,2,3081,3328361.317987765
814,Others,goa,2020,2,5710,3775927.611346662
815,Peer-to-peer payments,goa,2020,3,759351,2723430713.3444066
816,Recharge & bill payments,goa,2020,3,696770,280187505.0339355
817,Merchant payments,goa,2020,3,446880,353193881.4783259
818,Financial Services,goa,2020,3,4985,6418950.466847964
819,Others,goa,2020,3,7545,5112530.621144422
820,Peer-to-peer payments,goa,2020,4,1550251,5407626413.043346
821,Merchant payments,goa,2020,4,1389834,1123844212.5171819
822,Recharge & bill payments,goa,2020,4,839199,345088772.3784919
823,Financial Services,goa,2020,4,7287,10386560.386677971
824,Others,goa,2020,4,14810,12846789.254236266
825,Peer-to-peer payments,goa,2021,1,2235456,7553384653.1682
826,Merchant payments,goa,2021,1,2195509,1768358976.7158575
827,Recharge & bill payments,goa,2021,1,880682,410604192.7268899
828,Financial Services,goa,2021,1,8138,12207778.148638733
829,Others,goa,2021,1,11764,12687278.26183929
830,Merchant payments,goa,2021,2,1869384,1411529033.6650195
831,Peer-to-peer payments,goa,2021,2,1866837,6195032351.177256
832,Recharge & bill payments,goa,2021,2,953219,383804809.3560881
833,Financial Services,goa,2021,2,8303,12371843.844825167
834,Others,goa,2021,2,12392,10115549.032816991
835,Merchant payments,goa,2021,3,2865625,2143135314.897931
836,Peer-to-peer payments,goa,2021,3,2560305,7871092673.137299
837,Recharge & bill payments,goa,2021,3,1017351,438838003.22982365
838,Financial Services,goa,2021,3,8337,12943224.07382146
839,Others,goa,2021,3,16145,12416377.597493527
840,Merchant payments,goa,2021,4,5474662,4384250602.937038
841,Peer-to-peer payments,goa,2021,4,4408822,13618351952.666094
842,Recharge & bill payments,goa,2021,4,1170180,585734312.4063727
843,Financial Services,goa,2021,4,11320,17101084.66037453
844,Others,goa,2021,4,23775,21819163.1997744
845,Merchant payments,goa,2022,1,6364271,4682000388.389215
846,Peer-to-peer payments,goa,2022,1,4640380,14449830641.555716
847,Recharge & bill payments,goa,2022,1,1177071,646403472.1135541
848,Financial Services,goa,2022,1,11677,17490493.19245399
849,Others,goa,2022,1,20699,20720407.595174044
850,Recharge & bill payments,gujarat,2018,1,3691952,878929080.9916563
851,Peer-to-peer payments,gujarat,2018,1,1738974,6318864759.888066
852,Merchant payments,gujarat,2018,1,145436,166036667.57089135
853,Financial Services,gujarat,2018,1,122117,27986679.009713165
854,Others,gujarat,2018,1,250296,186165067.5737218
855,Recharge & bill payments,gujarat,2018,2,4643367,1571880396.377953
856,Peer-to-peer payments,gujarat,2018,2,2483231,10009680530.386887
857,Merchant payments,gujarat,2018,2,275503,356984574.1205573
858,Financial Services,gujarat,2018,2,140704,38598263.22838031
859,Others,gujarat,2018,2,202928,185541007.527258
860,Peer-to-peer payments,gujarat,2018,3,5287200,15272745137.759302
861,Recharge & bill payments,gujarat,2018,3,5117168,1938041688.9678535
862,Merchant payments,gujarat,2018,3,573440,466209496.80151117
863,Financial Services,gujarat,2018,3,136468,24930605.607339725
864,Others,gujarat,2018,3,219873,164477497.1394802
865,Peer-to-peer payments,gujarat,2018,4,6488202,21207285184.780193
866,Recharge & bill payments,gujarat,2018,4,6138404,2297332323.0815277
867,Merchant payments,gujarat,2018,4,1656377,1088373316.0580251
868,Financial Services,gujarat,2018,4,133915,30699273.16507
869,Others,gujarat,2018,4,316405,207297005.69778407
870,Peer-to-peer payments,gujarat,2019,1,13465044,31231285551.308655
871,Recharge & bill payments,gujarat,2019,1,8595256,3104251732.6516943
872,Merchant payments,gujarat,2019,1,2493340,1296376125.1752787
873,Financial Services,gujarat,2019,1,114539,19581520.569400217
874,Others,gujarat,2019,1,323272,204585378.77191538
875,Peer-to-peer payments,gujarat,2019,2,12547493,41853661230.46585
876,Recharge & bill payments,gujarat,2019,2,10434449,4651874823.428602
877,Merchant payments,gujarat,2019,2,5486791,2526448415.3585706
878,Financial Services,gujarat,2019,2,70502,17349813.389733132
879,Others,gujarat,2019,2,442607,271280936.6247084
880,Peer-to-peer payments,gujarat,2019,3,14529353,49206585462.018684
881,Merchant payments,gujarat,2019,3,11788077,4211116461.2911887
882,Recharge & bill payments,gujarat,2019,3,11349625,5768100024.478059
883,Financial Services,gujarat,2019,3,78609,20507001.233050577
884,Others,gujarat,2019,3,482985,256386015.24681717
885,Peer-to-peer payments,gujarat,2019,4,19107911,64477452638.7778
886,Recharge & bill payments,gujarat,2019,4,12967713,6517891166.722656
887,Merchant payments,gujarat,2019,4,9964076,5480269119.720948
888,Financial Services,gujarat,2019,4,63498,20202767.26414788
889,Others,gujarat,2019,4,444434,194846362.42851496
890,Peer-to-peer payments,gujarat,2020,1,19068093,72393727235.07784
891,Recharge & bill payments,gujarat,2020,1,15648472,7197595156.690899
892,Merchant payments,gujarat,2020,1,12191478,7210758662.281933
893,Financial Services,gujarat,2020,1,50753,27460255.45966168
894,Others,gujarat,2020,1,367621,165535312.39278784
895,Recharge & bill payments,gujarat,2020,2,19971660,8322688556.990006
896,Peer-to-peer payments,gujarat,2020,2,17569398,64723140394.22913
897,Merchant payments,gujarat,2020,2,9645967,7196610931.561442
898,Financial Services,gujarat,2020,2,59617,53132341.305008195
899,Others,gujarat,2020,2,173543,92274135.40504411
900,Peer-to-peer payments,gujarat,2020,3,23130724,89142122337.25531
901,Merchant payments,gujarat,2020,3,18338969,12749796641.785404
902,Recharge & bill payments,gujarat,2020,3,17481357,9820654243.80882
903,Financial Services,gujarat,2020,3,92278,84723188.62104335
904,Others,gujarat,2020,3,246851,124456073.24163358
905,Peer-to-peer payments,gujarat,2020,4,29967258,116743230330.36209
906,Merchant payments,gujarat,2020,4,28430460,20844321156.652935
907,Recharge & bill payments,gujarat,2020,4,18943669,10441981826.080866
908,Financial Services,gujarat,2020,4,113371,120056733.8865249
909,Others,gujarat,2020,4,373789,243470065.45681778
910,Peer-to-peer payments,gujarat,2021,1,36427493,144818968373.02933
911,Merchant payments,gujarat,2021,1,35815382,26512643894.003174
912,Recharge & bill payments,gujarat,2021,1,22088838,11996115292.377842
913,Financial Services,gujarat,2021,1,126380,137612317.73580322
914,Others,gujarat,2021,1,316472,235440836.3042438
915,Merchant payments,gujarat,2021,2,42593432,33542305033.829506
916,Peer-to-peer payments,gujarat,2021,2,41642387,162483567902.30194
917,Recharge & bill payments,gujarat,2021,2,27127405,13750783181.944221
918,Financial Services,gujarat,2021,2,128647,136119996.7022825
919,Others,gujarat,2021,2,349525,249278437.33914098
920,Merchant payments,gujarat,2021,3,62934471,48197579736.51646
921,Peer-to-peer payments,gujarat,2021,3,56134212,208013326600.62402
922,Recharge & bill payments,gujarat,2021,3,29580901,15945997372.058683
923,Financial Services,gujarat,2021,3,125167,163304131.1436523
924,Others,gujarat,2021,3,473656,304418273.24545926
925,Merchant payments,gujarat,2021,4,84846502,68717933161.8696
926,Peer-to-peer payments,gujarat,2021,4,67301686,254338740726.63605
927,Recharge & bill payments,gujarat,2021,4,30072479,18739034341.66239
928,Financial Services,gujarat,2021,4,175393,209214620.7057898
929,Others,gujarat,2021,4,591265,377657202.7539646
930,Merchant payments,gujarat,2022,1,101648378,79563412221.78397
931,Peer-to-peer payments,gujarat,2022,1,77768758,292439274688.30835
932,Recharge & bill payments,gujarat,2022,1,30473298,20042066374.66357
933,Financial Services,gujarat,2022,1,160423,187077879.38466492
934,Others,gujarat,2022,1,496289,316261089.4073821
935,Recharge & bill payments,haryana,2018,1,2368002,535578755.07945114
936,Peer-to-peer payments,haryana,2018,1,1607193,5814807510.68666
937,Merchant payments,haryana,2018,1,167816,173513595.3537558
938,Financial Services,haryana,2018,1,128636,27501068.014126316
939,Others,haryana,2018,1,209123,242110585.52640373
940,Recharge & bill payments,haryana,2018,2,3054284,984897276.651981
941,Peer-to-peer payments,haryana,2018,2,2388953,9745924809.851494
942,Merchant payments,haryana,2018,2,369916,334118261.45344114
943,Financial Services,haryana,2018,2,167570,38145882.44180386
944,Others,haryana,2018,2,170208,217328211.71769944
945,Peer-to-peer payments,haryana,2018,3,3753981,14429454356.345787
946,Recharge & bill payments,haryana,2018,3,3203386,1310467515.0605886
947,Merchant payments,haryana,2018,3,1003057,427387637.9335371
948,Financial Services,haryana,2018,3,100452,17323790.814170156
949,Others,haryana,2018,3,201148,190505707.47361812
950,Peer-to-peer payments,haryana,2018,4,5905032,22416919746.93868
951,Recharge & bill payments,haryana,2018,4,4116262,1671040703.7317612
952,Merchant payments,haryana,2018,4,2413446,1013407379.8963095
953,Financial Services,haryana,2018,4,120711,22252543.62175617
954,Others,haryana,2018,4,394732,267255642.26742023
955,Peer-to-peer payments,haryana,2019,1,12622225,30283578836.61907
956,Recharge & bill payments,haryana,2019,1,5576577,2202061874.5361757
957,Merchant payments,haryana,2019,1,3361995,1292375556.3150868
958,Financial Services,haryana,2019,1,101786,15201736.002431491
959,Others,haryana,2019,1,473192,258437718.15887585
960,Peer-to-peer payments,haryana,2019,2,10387562,37056084813.57578
961,Recharge & bill payments,haryana,2019,2,5902923,2838724048.0896106
962,Merchant payments,haryana,2019,2,5738283,2292901816.1432047
963,Financial Services,haryana,2019,2,57488,12080285.227121718
964,Others,haryana,2019,2,655560,301748850.1804938
965,Peer-to-peer payments,haryana,2019,3,11775288,43738290119.9285
966,Merchant payments,haryana,2019,3,9386779,3615636827.8118167
967,Recharge & bill payments,haryana,2019,3,8289987,4817098564.823641
968,Financial Services,haryana,2019,3,61503,16715100.880217994
969,Others,haryana,2019,3,829974,301378585.9978597
970,Peer-to-peer payments,haryana,2019,4,15729819,58242027266.14443
971,Merchant payments,haryana,2019,4,11615667,5253780278.236426
972,Recharge & bill payments,haryana,2019,4,9648003,5637358525.756194
973,Financial Services,haryana,2019,4,41688,13756049.144287623
974,Others,haryana,2019,4,790808,212797749.81994924
975,Peer-to-peer payments,haryana,2020,1,17728235,68367245528.07149
976,Merchant payments,haryana,2020,1,14327020,7075196609.224878
977,Recharge & bill payments,haryana,2020,1,11346112,6331682016.516322
978,Financial Services,haryana,2020,1,34488,25266730.1883267
979,Others,haryana,2020,1,600232,176823674.24305555
980,Peer-to-peer payments,haryana,2020,2,17334369,66645492690.67839
981,Recharge & bill payments,haryana,2020,2,12740328,6547618491.532405
982,Merchant payments,haryana,2020,2,11527654,7393393677.758501
983,Financial Services,haryana,2020,2,48759,49209527.29146181
984,Others,haryana,2020,2,129940,75550536.67993587
985,Peer-to-peer payments,haryana,2020,3,24123449,88796356487.11024
986,Merchant payments,haryana,2020,3,20845136,12141560866.982178
987,Recharge & bill payments,haryana,2020,3,12716319,8452802892.504496
988,Financial Services,haryana,2020,3,66457,80854296.9304013
989,Others,haryana,2020,3,186818,96375902.20346308
990,Merchant payments,haryana,2020,4,34063692,21382305452.06797
991,Peer-to-peer payments,haryana,2020,4,33920789,128613933346.85507
992,Recharge & bill payments,haryana,2020,4,14682896,9675471300.731653
993,Financial Services,haryana,2020,4,84881,103265693.75364488
994,Others,haryana,2020,4,419181,223528573.1334415
995,Merchant payments,haryana,2021,1,39363588,23389100227.155342
996,Peer-to-peer payments,haryana,2021,1,36764622,135970636784.61835
997,Recharge & bill payments,haryana,2021,1,13680353,9260346909.440674
998,Financial Services,haryana,2021,1,79784,99672809.99228218
999,Others,haryana,2021,1,364437,218544351.22172093
1000,Merchant payments,haryana,2021,2,45335533,29119078263.957985
1001,Peer-to-peer payments,haryana,2021,2,44086559,161073685336.6668
1002,Recharge & bill payments,haryana,2021,2,15861047,9839496894.971409
1003,Financial Services,haryana,2021,2,85821,97238136.09517692
1004,Others,haryana,2021,2,311896,227855606.99266592
1005,Merchant payments,haryana,2021,3,66885213,40190922826.60629
1006,Peer-to-peer payments,haryana,2021,3,55929958,188548678300.5247
1007,Recharge & bill payments,haryana,2021,3,17087955,11681457468.964512
1008,Financial Services,haryana,2021,3,77496,116592181.46997279
1009,Others,haryana,2021,3,479071,289441481.64370304
1010,Merchant payments,haryana,2021,4,84993587,56325102920.50671
1011,Peer-to-peer payments,haryana,2021,4,66548306,238638993818.09595
1012,Recharge & bill payments,haryana,2021,4,17632752,13817258646.066364
1013,Financial Services,haryana,2021,4,105050,151421306.61683068
1014,Others,haryana,2021,4,407280,307822609.17479354
1015,Merchant payments,haryana,2022,1,98346418,62565728158.2885
1016,Peer-to-peer payments,haryana,2022,1,74499889,263547240999.68338
1017,Recharge & bill payments,haryana,2022,1,18494827,14765350795.965681
1018,Financial Services,haryana,2022,1,107240,146586164.62792295
1019,Others,haryana,2022,1,540235,279136534.21161634
1020,Recharge & bill payments,himachal-pradesh,2018,1,284371,49871175.82607427
1021,Peer-to-peer payments,himachal-pradesh,2018,1,154572,546222027.4835303
1022,Merchant payments,himachal-pradesh,2018,1,13241,13851230.83495245
1023,Financial Services,himachal-pradesh,2018,1,8955,2040522.724771278
1024,Others,himachal-pradesh,2018,1,20779,16752849.503009535
1025,Recharge & bill payments,himachal-pradesh,2018,2,385642,83714322.414042
1026,Peer-to-peer payments,himachal-pradesh,2018,2,243436,1043702964.1513071
1027,Merchant payments,himachal-pradesh,2018,2,27851,31961300.882765952
1028,Financial Services,himachal-pradesh,2018,2,11330,4108919.3075577794
1029,Others,himachal-pradesh,2018,2,19436,19681794.59544668
1030,Recharge & bill payments,himachal-pradesh,2018,3,457449,108456077.51862916
1031,Peer-to-peer payments,himachal-pradesh,2018,3,362755,1596570994.985427
1032,Merchant payments,himachal-pradesh,2018,3,40675,31168155.22193054
1033,Financial Services,himachal-pradesh,2018,3,8182,1552275.0537747287
1034,Others,himachal-pradesh,2018,3,17693,16293930.078267336
1035,Recharge & bill payments,himachal-pradesh,2018,4,598325,143031082.4432017
1036,Peer-to-peer payments,himachal-pradesh,2018,4,590518,2367228879.4462624
1037,Merchant payments,himachal-pradesh,2018,4,86963,87575811.80014335
1038,Financial Services,himachal-pradesh,2018,4,11834,2283052.790977265
1039,Others,himachal-pradesh,2018,4,20243,21180141.658664487
1040,Peer-to-peer payments,himachal-pradesh,2019,1,1178280,3066233587.9236507
1041,Recharge & bill payments,himachal-pradesh,2019,1,844570,209521987.03977025
1042,Merchant payments,himachal-pradesh,2019,1,115553,86624660.3112043
1043,Financial Services,himachal-pradesh,2019,1,9585,1424229.9989233727
1044,Others,himachal-pradesh,2019,1,20730,17676977.717503674
1045,Peer-to-peer payments,himachal-pradesh,2019,2,1141873,4428007670.958708
1046,Recharge & bill payments,himachal-pradesh,2019,2,1076793,279864579.97562265
1047,Merchant payments,himachal-pradesh,2019,2,248517,141088575.8726466
1048,Financial Services,himachal-pradesh,2019,2,5013,1453651.5352588107
1049,Others,himachal-pradesh,2019,2,30110,25469495.268363245
1050,Recharge & bill payments,himachal-pradesh,2019,3,1212659,327570066.9967147
1051,Peer-to-peer payments,himachal-pradesh,2019,3,1181680,5039276845.295213
1052,Merchant payments,himachal-pradesh,2019,3,312575,182746198.16430056
1053,Financial Services,himachal-pradesh,2019,3,3096,1775673.9713265826
1054,Others,himachal-pradesh,2019,3,25170,20649996.69578039
1055,Peer-to-peer payments,himachal-pradesh,2019,4,1579582,6533855301.069828
1056,Recharge & bill payments,himachal-pradesh,2019,4,1442940,402619114.99428564
1057,Merchant payments,himachal-pradesh,2019,4,467309,314965060.6352696
1058,Financial Services,himachal-pradesh,2019,4,4576,1769641.9665086274
1059,Others,himachal-pradesh,2019,4,22239,17954418.582290154
1060,Recharge & bill payments,himachal-pradesh,2020,1,1815157,542356756.9678606
1061,Peer-to-peer payments,himachal-pradesh,2020,1,1594806,6431826925.118802
1062,Merchant payments,himachal-pradesh,2020,1,711018,427497010.10439825
1063,Financial Services,himachal-pradesh,2020,1,4711,3172303.6900622216
1064,Others,himachal-pradesh,2020,1,18788,14613755.241563875
1065,Recharge & bill payments,himachal-pradesh,2020,2,2558935,802231470.1628922
1066,Peer-to-peer payments,himachal-pradesh,2020,2,1544488,6738488218.640328
1067,Merchant payments,himachal-pradesh,2020,2,570031,479165630.6102103
1068,Financial Services,himachal-pradesh,2020,2,7634,7359757.737539303
1069,Others,himachal-pradesh,2020,2,14642,9659685.392965626
1070,Recharge & bill payments,himachal-pradesh,2020,3,2416395,834567922.2742614
1071,Peer-to-peer payments,himachal-pradesh,2020,3,1954492,8806586536.659174
1072,Merchant payments,himachal-pradesh,2020,3,1090445,851539467.337558
1073,Financial Services,himachal-pradesh,2020,3,9543,11391079.288736572
1074,Others,himachal-pradesh,2020,3,19001,11969008.527252048
1075,Recharge & bill payments,himachal-pradesh,2020,4,2638030,936305777.7250878
1076,Peer-to-peer payments,himachal-pradesh,2020,4,2594659,11426268857.229637
1077,Merchant payments,himachal-pradesh,2020,4,2001259,1589433440.2684097
1078,Financial Services,himachal-pradesh,2020,4,11353,15534252.217986543
1079,Others,himachal-pradesh,2020,4,27027,21510781.37178286
1080,Peer-to-peer payments,himachal-pradesh,2021,1,2845733,11358078843.572702
1081,Recharge & bill payments,himachal-pradesh,2021,1,2547359,948929031.6443391
1082,Merchant payments,himachal-pradesh,2021,1,2186946,1778219850.8347864
1083,Financial Services,himachal-pradesh,2021,1,12561,16554205.504427344
1084,Others,himachal-pradesh,2021,1,21430,18764977.931273177
1085,Peer-to-peer payments,himachal-pradesh,2021,2,3340531,13035543546.66397
1086,Recharge & bill payments,himachal-pradesh,2021,2,3216602,1045789841.916208
1087,Merchant payments,himachal-pradesh,2021,2,2883209,2378084375.199477
1088,Financial Services,himachal-pradesh,2021,2,14642,16428390.62373627
1089,Others,himachal-pradesh,2021,2,28918,19788385.405835297
1090,Peer-to-peer payments,himachal-pradesh,2021,3,4455153,16560383923.204865
1091,Merchant payments,himachal-pradesh,2021,3,4198808,3524434949.634083
1092,Recharge & bill payments,himachal-pradesh,2021,3,3359406,1178802736.5280356
1093,Financial Services,himachal-pradesh,2021,3,14497,22805774.600357123
1094,Others,himachal-pradesh,2021,3,36303,23834687.160697926
1095,Merchant payments,himachal-pradesh,2021,4,6062931,5228613146.743451
1096,Peer-to-peer payments,himachal-pradesh,2021,4,5323397,19568394324.584805
1097,Recharge & bill payments,himachal-pradesh,2021,4,3211367,1278824361.837138
1098,Financial Services,himachal-pradesh,2021,4,18198,24809740.714031782
1099,Others,himachal-pradesh,2021,4,50971,35578926.74639452
1100,Merchant payments,himachal-pradesh,2022,1,7030946,5558905677.966259
1101,Peer-to-peer payments,himachal-pradesh,2022,1,5718936,19473276901.331963
1102,Recharge & bill payments,himachal-pradesh,2022,1,3271665,1429960686.7669475
1103,Financial Services,himachal-pradesh,2022,1,19314,24442138.15399971
1104,Others,himachal-pradesh,2022,1,47319,31862035.713640407
